TS;Test;Model;Target Band;Target Freq;Target mW;Target dBm;Info;mW;dBm;dif_mW;dif_dBm
1623849800000000000;20210616_1623849663;EACHINE_TX805;A;5805;25,0;13,98;Teststand, bench band-A pwr-all;27,8;14,44;2,8;0,46
1623849800000000000;20210616_1623849663;EACHINE_TX805;A;5805;25,0;13,98;Teststand, bench band-A pwr-all;27,84;14,45;2,84;0,47
1623849801000000000;20210616_1623849663;EACHINE_TX805;A;5805;25,0;13,98;Teststand, bench band-A pwr-all;27,8;14,44;2,8;0,46
1623849801000000000;20210616_1623849663;EACHINE_TX805;A;5805;25,0;13,98;Teststand, bench band-A pwr-all;27,81;14,44;2,81;0,46
1623849802000000000;20210616_1623849663;EACHINE_TX805;A;5805;25,0;13,98;Teststand, bench band-A pwr-all;27,81;14,44;2,81;0,46
1623849802000000000;20210616_1623849663;EACHINE_TX805;A;5805;25,0;13,98;Teststand, bench band-A pwr-all;27,78;14,44;2,78;0,46
1623849802000000000;20210616_1623849663;EACHINE_TX805;A;5805;25,0;13,98;Teststand, bench band-A pwr-all;27,76;14,43;2,76;0,45
1623849803000000000;20210616_1623849663;EACHINE_TX805;A;5805;25,0;13,98;Teststand, bench band-A pwr-all;27,79;14,44;2,79;0,46
1623849812000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,47;14,69;4,47;0,71
1623849813000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,46;14,69;4,46;0,71
1623849813000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,42;14,69;4,42;0,71
1623849814000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,41;14,68;4,41;0,71
1623849814000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,4;14,68;4,4;0,7
1623849814000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,44;14,69;4,44;0,71
1623849815000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,41;14,69;4,41;0,71
1623849815000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,41;14,69;4,41;0,71
1623849816000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,36;14,68;4,36;0,7
1623849816000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,39;14,68;4,39;0,7
1623849817000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,28;14,67;4,28;0,69
1623849817000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,36;14,68;4,36;0,7
1623849817000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,27;14,66;4,27;0,69
1623849818000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,3;14,67;4,3;0,69
1623849818000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,34;14,68;4,34;0,7
1623849819000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,27;14,66;4,27;0,69
1623849819000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,27;14,66;4,27;0,69
1623849819000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,27;14,66;4,27;0,68
1623849820000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,31;14,67;4,31;0,69
1623849820000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,27;14,66;4,27;0,69
1623849821000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,2;14,65;4,2;0,68
1623849821000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,26;14,66;4,26;0,68
1623849821000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,25;14,66;4,25;0,68
1623849822000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,21;14,66;4,21;0,68
1623849822000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,21;14,65;4,21;0,68
1623849823000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,23;14,66;4,23;0,68
1623849823000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,18;14,65;4,18;0,67
1623849823000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,18;14,65;4,18;0,67
1623849824000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,16;14,65;4,16;0,67
1623849824000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,18;14,65;4,18;0,67
1623849825000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,17;14,65;4,17;0,67
1623849825000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,15;14,65;4,15;0,67
1623849825000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,15;14,65;4,15;0,67
1623849826000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,13;14,64;4,13;0,66
1623849826000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,22;14,66;4,22;0,68
1623849827000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,11;14,64;4,11;0,66
1623849827000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,14;14,64;4,14;0,67
1623849827000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,15;14,65;4,15;0,67
1623849828000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,1;14,64;4,1;0,66
1623849828000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,07;14,63;4,07;0,66
1623849829000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,06;14,63;4,06;0,65
1623849829000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,02;14,63;4,02;0,65
1623849829000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,06;14,63;4,06;0,65
1623849830000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,01;14,63;4,01;0,65
1623849830000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,01;14,63;4,01;0,65
1623849831000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,01;14,63;4,01;0,65
1623849831000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;28,99;14,62;3,99;0,64
1623849832000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;29,0;14,62;4,0;0,64
1623849832000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;28,95;14,62;3,95;0,64
1623849832000000000;20210616_1623849663;EACHINE_TX805;A;5785;25,0;13,98;Teststand, bench band-A pwr-all;28,96;14,62;3,96;0,64
1623849838000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,33;14,37;2,33;0,39
1623849839000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,7;14,42;2,7;0,45
1623849839000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,69;14,42;2,69;0,44
1623849839000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,67;14,42;2,67;0,44
1623849840000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,75;14,43;2,75;0,45
1623849840000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,7;14,43;2,7;0,45
1623849841000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,71;14,43;2,71;0,45
1623849841000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,71;14,43;2,71;0,45
1623849841000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,7;14,42;2,7;0,45
1623849842000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,64;14,41;2,64;0,44
1623849842000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,65;14,42;2,65;0,44
1623849843000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,69;14,42;2,69;0,44
1623849843000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,57;14,4;2,57;0,42
1623849843000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,66;14,42;2,66;0,44
1623849844000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,63;14,41;2,63;0,43
1623849844000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,63;14,41;2,63;0,44
1623849845000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,61;14,41;2,61;0,43
1623849845000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,56;14,4;2,56;0,42
1623849846000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,59;14,41;2,59;0,43
1623849846000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,62;14,41;2,62;0,43
1623849846000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,6;14,41;2,6;0,43
1623849847000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,53;14,4;2,53;0,42
1623849847000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,55;14,4;2,55;0,42
1623849848000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,49;14,39;2,49;0,41
1623849848000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,45;14,39;2,45;0,41
1623849848000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,46;14,39;2,46;0,41
1623849849000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,44;14,38;2,44;0,4
1623849849000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,46;14,39;2,46;0,41
1623849850000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,54;14,4;2,54;0,42
1623849850000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,44;14,38;2,44;0,4
1623849850000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,43;14,38;2,43;0,4
1623849851000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,41;14,38;2,41;0,4
1623849851000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,36;14,37;2,36;0,39
1623849852000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,34;14,37;2,34;0,39
1623849852000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,39;14,38;2,39;0,4
1623849852000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,34;14,37;2,34;0,39
1623849853000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,4;14,38;2,4;0,4
1623849853000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,34;14,37;2,34;0,39
1623849854000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,36;14,37;2,36;0,39
1623849854000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,31;14,36;2,31;0,38
1623849854000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,36;14,37;2,36;0,39
1623849855000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,25;14,35;2,25;0,37
1623849855000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,29;14,36;2,29;0,38
1623849856000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,24;14,35;2,24;0,37
1623849856000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,25;14,35;2,25;0,38
1623849856000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,25;14,35;2,25;0,37
1623849857000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,24;14,35;2,24;0,37
1623849857000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,27;14,36;2,27;0,38
1623849858000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,21;14,35;2,21;0,37
1623849858000000000;20210616_1623849663;EACHINE_TX805;A;5765;25,0;13,98;Teststand, bench band-A pwr-all;27,2;14,35;2,2;0,37
1623849867000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,68;14,58;3,68;0,6
1623849867000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,76;14,59;3,76;0,61
1623849868000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,71;14,58;3,71;0,6
1623849868000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,76;14,59;3,76;0,61
1623849868000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,73;14,58;3,73;0,6
1623849869000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,66;14,57;3,66;0,59
1623849869000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,59;14,56;3,59;0,58
1623849870000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,6;14,56;3,6;0,58
1623849870000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,6;14,56;3,6;0,58
1623849870000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,58;14,56;3,58;0,58
1623849871000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,7;14,58;3,7;0,6
1623849871000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,57;14,56;3,57;0,58
1623849872000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,58;14,56;3,58;0,58
1623849872000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,54;14,55;3,54;0,58
1623849872000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,57;14,56;3,57;0,58
1623849873000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,58;14,56;3,58;0,58
1623849873000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,57;14,56;3,57;0,58
1623849874000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,54;14,55;3,54;0,58
1623849874000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,56;14,56;3,56;0,58
1623849874000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,52;14,55;3,52;0,57
1623849875000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,48;14,54;3,48;0,57
1623849875000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,45;14,54;3,45;0,56
1623849876000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,45;14,54;3,45;0,56
1623849876000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,46;14,54;3,46;0,56
1623849876000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,41;14,53;3,41;0,56
1623849877000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,51;14,55;3,51;0,57
1623849877000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,48;14,55;3,48;0,57
1623849878000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,53;14,55;3,53;0,57
1623849878000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,48;14,55;3,48;0,57
1623849878000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,5;14,55;3,5;0,57
1623849879000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,5;14,55;3,5;0,57
1623849879000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,51;14,55;3,51;0,57
1623849880000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,47;14,54;3,47;0,56
1623849880000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,51;14,55;3,51;0,57
1623849880000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,41;14,53;3,41;0,56
1623849881000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,49;14,55;3,49;0,57
1623849881000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,45;14,54;3,45;0,56
1623849882000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,49;14,55;3,49;0,57
1623849882000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,48;14,55;3,48;0,57
1623849883000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,44;14,54;3,44;0,56
1623849883000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,36;14,53;3,36;0,55
1623849883000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,44;14,54;3,44;0,56
1623849884000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,39;14,53;3,39;0,55
1623849884000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,4;14,53;3,4;0,55
1623849885000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,4;14,53;3,4;0,55
1623849885000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,32;14,52;3,32;0,54
1623849885000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,3;14,52;3,3;0,54
1623849886000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,34;14,52;3,34;0,55
1623849886000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,32;14,52;3,32;0,54
1623849887000000000;20210616_1623849663;EACHINE_TX805;A;5745;25,0;13,98;Teststand, bench band-A pwr-all;28,26;14,51;3,26;0,53
1623849893000000000;20210616_1623849663;EACHINE_TX805;A;5725;25,0;13,98;Teststand, bench band-A pwr-all;27,45;14,38;2,45;0,41
1623849893000000000;20210616_1623849663;EACHINE_TX805;A;5725;25,0;13,98;Teststand, bench band-A pwr-all;27,44;14,38;2,44;0,4
1623849894000000000;20210616_1623849663;EACHINE_TX805;A;5725;25,0;13,98;Teststand, bench band-A pwr-all;27,43;14,38;2,43;0,4
1623849894000000000;20210616_1623849663;EACHINE_TX805;A;5725;25,0;13,98;Teststand, bench band-A pwr-all;27,35;14,37;2,35;0,39
1623849895000000000;20210616_1623849663;EACHINE_TX805;A;5725;25,0;13,98;Teststand, bench band-A pwr-all;27,35;14,37;2,35;0,39
1623849895000000000;20210616_1623849663;EACHINE_TX805;A;5725;25,0;13,98;Teststand, bench band-A pwr-all;27,34;14,37;2,34;0,39
1623849895000000000;20210616_1623849663;EACHINE_TX805;A;5725;25,0;13,98;Teststand, bench band-A pwr-all;27,37;14,37;2,37;0,39
1623849896000000000;20210616_1623849663;EACHINE_TX805;A;5725;25,0;13,98;Teststand, bench band-A pwr-all;27,31;14,36;2,31;0,38
